,Intensidad,Magnitud,GAP
9231,3.4,2.55,53.0
9232,3.4,2.51,53.0
9233,3.4,2.83,53.0
9234,3.4,3.31,53.0
9235,3.4,3.2,53.0
9236,3.4,2.8,53.0
9237,3.4,3.18,53.0
9238,3.4,2.86,53.0
9239,3.4,2.69,53.0
9240,3.4,3.0,53.0
9241,3.4,2.8,53.0
9242,3.4,3.45,55.0
9243,3.4,4.23,55.0
9244,3.4,2.54,55.0
9245,3.4,4.1,55.0
9246,3.4,2.8,55.0
9247,3.4,2.51,55.0
9248,3.4,2.95,55.0
9249,3.4,2.6,55.0
9250,3.4,2.75,55.0
9251,3.4,2.55,55.0
9252,3.4,3.71,55.0
9253,3.4,3.66,55.0
9254,3.4,3.76,55.0
9255,3.4,3.0,55.0
9256,3.4,2.9,55.0
9257,3.4,3.2,55.0
9258,3.4,2.89,55.0
9259,3.4,2.9,55.0
9260,3.4,2.7,55.0
9261,3.4,3.31,55.0
9262,3.4,2.68,57.0
9263,3.4,3.28,57.0
9264,3.4,3.35,57.0
9265,3.4,2.53,57.0
9266,3.4,2.92,57.0
9267,3.4,3.1,57.0
9268,3.4,2.68,57.0
9269,3.4,2.72,57.0
9270,3.4,3.47,57.0
9271,3.4,3.36,57.0
9272,3.4,2.5,57.0
9273,3.4,3.5,57.0
9274,3.4,2.8,57.0
9275,3.4,2.94,57.0
9276,3.4,2.66,57.0
9277,3.4,2.64,57.0
9278,3.4,2.5,57.0
9279,3.4,2.61,59.0
9280,3.4,2.68,59.0
9281,3.4,3.12,59.0
9282,3.4,3.1,59.0
9283,3.4,2.95,59.0
9284,3.4,3.5,59.0
9285,3.4,2.76,59.0
9286,3.4,3.4,59.0
9287,3.4,3.7,59.0
9288,3.4,3.1,59.0
9289,3.4,3.29,59.0
9290,3.4,2.57,59.0
9291,3.4,3.7,59.0
9292,3.4,3.6,59.0
9293,3.4,2.82,59.0
9294,3.4,3.04,59.0
9295,3.4,2.87,59.0
9296,3.4,2.6,59.0
9297,3.4,3.2,59.0
9298,3.4,3.16,59.0
9299,3.4,2.61,61.0
9300,3.4,3.29,61.0
9301,3.4,3.2,61.0
9302,3.4,3.15,61.0
9303,3.4,3.65,61.0
9304,3.4,3.4,61.0
9305,3.4,2.7,61.0
9306,3.4,2.73,61.0
9307,3.4,2.74,61.0
9308,3.4,2.9,61.0
9309,3.4,2.98,61.0
9310,3.4,2.59,61.0
9311,3.4,3.26,61.0
9312,3.4,2.5,61.0
9313,3.4,2.6,61.0
9314,3.4,2.97,63.0
9315,3.4,3.1,63.0
9316,3.4,3.58,63.0
9317,3.4,2.58,63.0
9318,3.4,2.69,63.0
9319,3.4,3.17,63.0
9320,3.4,2.6,63.0
9321,3.4,2.54,63.0
9322,3.4,3.6,63.0
9323,3.4,2.9,63.0
9324,3.4,3.14,66.0
9325,3.4,3.22,66.0
9326,3.4,5.2,66.0
9327,3.4,2.83,66.0
9328,3.4,2.5,66.0
9329,3.4,3.6,66.0
9330,3.4,2.7,66.0
9331,3.4,3.04,66.0
9332,3.4,2.95,66.0
9333,3.4,3.0,66.0
9334,3.4,3.2,66.0
9335,3.4,2.7,66.0
9336,3.4,3.5,70.0
9337,3.4,3.2,70.0
9338,3.4,2.68,70.0
9339,3.4,2.52,70.0
9340,3.4,2.68,70.0
9341,3.4,3.1,70.0
9342,3.4,3.3,70.0
9343,3.4,3.26,70.0
9344,3.4,2.51,70.0
9345,3.4,2.52,70.0
9346,3.4,3.34,70.0
9347,3.4,3.41,70.0
9348,3.4,3.05,70.0
9349,3.4,2.67,70.0
9350,3.4,3.07,70.0
9351,3.4,3.0,70.0
9352,3.4,2.8,70.0
9353,3.4,3.1,74.0
9354,3.4,2.64,74.0
9355,3.4,3.0,74.0
9356,3.4,3.0,74.0
9357,3.4,2.72,74.0
9358,3.4,2.82,74.0
9359,3.4,3.3,74.0
9360,3.4,3.5,78.0
9361,3.4,2.77,78.0
9362,3.4,2.82,78.0
9363,3.4,2.78,78.0
9364,3.4,3.27,78.0
9365,3.4,2.54,78.0
9366,3.4,3.1,78.0
9367,3.4,3.7,78.0
9368,3.4,2.81,78.0
9369,3.4,3.47,82.0
9370,3.4,3.61,82.0
9371,3.4,2.5,82.0
9372,3.4,2.79,82.0
9373,3.4,3.5,82.0
9374,3.4,3.34,86.0
9375,3.4,4.2,86.0
9376,3.4,2.91,86.0
9377,3.4,3.8,86.0
9378,3.4,2.73,86.0
9379,3.4,2.5,86.0
9380,3.4,3.27,90.0
9381,3.4,2.9,90.0
9382,3.4,4.6,90.0
9383,3.4,3.15,90.0
9384,3.4,4.02,90.0
9385,3.4,3.88,90.0
9386,3.4,2.66,90.0
9387,3.4,3.05,90.0
9388,3.4,3.19,94.0
9389,3.4,3.39,94.0
9390,3.4,3.26,94.0
9391,3.4,3.74,94.0
9392,3.4,2.54,94.0
9393,3.4,3.67,98.0
9394,3.4,2.68,98.0
9395,3.4,3.5,98.0
9396,3.4,3.25,98.0
9397,3.4,3.24,102.0
9398,3.4,3.76,102.0
9399,3.4,5.1,102.0
9400,3.4,2.97,102.0
9401,3.4,2.59,106.0
9402,3.4,2.7,106.0
9403,3.4,3.3,106.0
9404,3.4,2.74,106.0
9405,3.4,3.3,106.0
9406,3.4,2.89,106.0
9407,3.4,2.83,110.0
9408,3.4,4.6,114.0
9409,3.4,3.49,118.0
9410,3.4,2.96,118.0
9411,3.4,2.97,118.0
9412,3.4,2.88,122.0
9413,3.4,3.0,122.0
9414,3.4,2.73,122.0
9415,3.4,4.2,122.0
9416,3.4,4.6,132.0
9417,3.4,4.9,132.0
9418,3.4,2.67,140.0
9419,3.4,3.2,140.0
9420,3.4,4.56,148.0
9421,3.4,3.7,148.0
9422,3.4,3.75,172.0
9423,3.4,2.74,164.0
9424,3.4,2.94,164.0
9425,3.4,3.74,164.0
9426,3.4,3.07,156.0
9427,3.4,3.34,140.0
9428,3.4,2.75,124.0
9429,3.4,3.12,124.0
9430,3.4,4.75,80.0
9431,3.4,2.77,63.0
9432,3.4,2.7,133.0
9433,3.4,3.61,133.0
9434,3.4,2.53,133.0
9435,3.4,3.74,133.0
9436,3.4,3.33,141.0
9437,3.4,2.8,149.0
9438,3.4,2.84,149.0
9439,3.4,3.04,149.0
9440,3.4,3.41,149.0
9441,3.4,2.9,149.0
9442,3.4,3.58,157.0
9443,3.4,3.9,157.0
9444,3.4,2.7,157.0
9445,3.4,2.6,165.0
9446,3.4,3.0,173.0
9447,3.4,2.99,173.0
9448,3.4,2.61,173.0
9449,3.4,2.59,179.0
9450,3.4,4.8,171.0
9451,3.4,2.72,163.0
9452,3.4,2.98,147.0
9453,3.4,2.76,147.0
9454,3.4,2.95,139.0
9455,3.4,4.47,131.0
9456,3.4,2.89,131.0
9457,3.4,3.0,131.0
9458,3.4,3.31,131.0
9459,3.4,3.38,123.0
9460,3.4,4.4,115.0
9461,3.4,2.69,94.0
9462,3.4,2.82999992,93.0
9463,3.4,2.71,77.0
9464,3.4,3.3,67.0
9465,3.4,3.58,67.0
9466,3.4,3.2,67.0
9467,3.4,3.2,67.0
9468,3.4,2.85,67.0
9469,3.4,2.7,67.0
9470,3.4,2.92,67.0
9471,3.4,2.77,67.0
9472,3.4,2.6,67.0
9473,3.4,3.1,67.0
9474,3.4,3.56,67.0
9475,3.4,2.84,67.0
9476,3.4,2.6,67.0
9477,3.4,3.0,67.0
9478,3.4,3.29,67.0
9479,3.4,2.8,67.0
9480,3.4,3.1,67.0
9481,3.4,2.8,67.0
9482,3.4,2.5,67.0
9483,3.4,3.76,71.0
9484,3.4,3.41,71.0
9485,3.4,2.8,71.0
9486,3.4,2.97,71.0
9487,3.4,3.1,71.0
9488,3.4,2.87,71.0
9489,3.4,2.88,71.0
9490,3.4,2.55,71.0
9491,3.4,2.6,71.0
9492,3.4,2.91,75.0
9493,3.4,2.8,75.0
9494,3.4,2.79,75.0
9495,3.4,2.6,75.0
9496,3.4,3.11,75.0
9497,3.4,3.7,79.0
9498,3.4,3.53,79.0
9499,3.4,2.6,79.0
9500,3.4,4.0,83.0
9501,3.4,4.17,83.0
9502,3.4,3.37,83.0
9503,3.4,2.8,87.0
9504,3.4,3.78,87.0
9505,3.4,3.6,87.0
9506,3.4,4.7,87.0
9507,3.4,2.9,87.0
9508,3.4,3.3,87.0
9509,3.4,2.57,87.0
9510,3.4,3.03,87.0
9511,3.4,2.53,91.0
9512,3.4,3.23,91.0
9513,3.4,3.5,91.0
9514,3.4,2.7,91.0
9515,3.4,3.8,91.0
9516,3.4,2.76,95.0
9517,3.4,2.5,95.0
9518,3.4,4.01,95.0
9519,3.4,2.5,95.0
9520,3.4,2.87,95.0
9521,3.4,2.63,95.0
9522,3.4,3.0,99.0
9523,3.4,3.1,99.0
9524,3.4,3.19,99.0
9525,3.4,2.5,99.0
9526,3.4,2.8,99.0
9527,3.4,2.93,99.0
9528,3.4,3.37,99.0
9529,3.4,3.0,99.0
9530,3.4,2.6,99.0
9531,3.4,3.2,99.0
9532,3.4,3.3,99.0
9533,3.4,3.31,103.0
9534,3.4,2.68,103.0
9535,3.4,3.45,103.0
9536,3.4,2.6,103.0
9537,3.4,3.31,103.0
9538,3.4,2.58,107.0
9539,3.4,2.66,107.0
9540,3.4,2.87,111.0
9541,3.4,2.5,111.0
9542,3.4,3.2,111.0
9543,3.4,3.1,111.0
9544,3.4,3.17,115.0
9545,3.4,2.77,115.0
9546,3.4,3.69,119.0
9547,3.4,2.8,119.0
9548,3.4,3.1,123.0
9549,3.4,3.26,123.0
9550,3.4,4.8,127.0
9551,3.4,2.62,127.0
9552,3.4,5.2,127.0
9553,3.4,3.04,134.0
9554,3.4,2.6,134.0
9555,3.4,2.6,134.0
9556,3.4,3.48,142.0
9557,3.4,2.68,142.0
9558,3.4,4.01,150.0
9559,3.4,4.6,150.0
9560,3.4,3.5,158.0
9561,3.4,3.06,158.0
9562,3.4,2.74,166.0
9563,3.4,3.0,174.0
9564,3.4,3.01,178.0
9565,3.4,3.79,154.0
9566,3.4,3.2,154.0
9567,3.4,2.65,146.0
9568,3.4,4.0,146.0
9569,3.4,3.38,146.0
9570,3.4,3.3,138.0
9571,3.4,3.06,138.0
9572,3.4,3.3,130.0
9573,3.4,3.46,130.0
9574,3.4,2.84,122.0
9575,3.4,5.1,135.0
9576,3.4,4.3,135.0
9577,3.4,3.57,135.0
9578,3.4,3.0,135.0
9579,3.4,5.2,143.0
9580,3.4,2.74,143.0
9581,3.4,3.12,143.0
9582,3.4,3.2,143.0
9583,3.4,2.7,177.0
9584,3.4,3.46,177.0
9585,3.4,3.37,169.0
9586,3.4,2.93,161.0
9587,3.4,4.1,161.0
9588,3.4,3.31,161.0
9589,3.4,3.5,137.0
9590,3.4,3.02,129.0
9591,3.4,2.73,129.0
9592,3.4,4.06,129.0
9593,3.4,3.14,121.0
9594,3.4,2.75,42.0
9595,3.4,2.71,89.0
9596,3.4,2.81,73.0
9597,3.4,4.0,34.16
9598,3.4,3.5,34.24
9599,3.4,3.2,38.49
9600,3.4,4.6,43.49
9601,3.4,3.9,56.32
9602,3.4,3.3,48.82
9603,3.4,2.6,155.6
9604,3.4,4.1,47.81
9605,3.4,3.3,48.39
9606,3.4,3.7,45.64
9607,3.4,3.1,51.21
9608,3.4,3.4,56.12
9609,3.4,3.3,149.48
9610,3.4,3.6,54.45
9611,3.4,3.3,38.78
9612,3.4,3.7,54.78
9613,3.4,3.8,67.31
9614,3.4,3.1,75.56
9615,3.4,2.8,99.81
9616,3.4,3.4,82.97
9617,3.4,4.3,51.61
9618,3.4,3.3,65.38
9619,3.4,4.0,47.44
9620,3.4,2.7,90.61
9621,3.4,4.4,39.68
9622,3.4,3.8,40.51
9623,3.4,3.5,40.51
9624,3.4,3.1,53.26
9625,3.4,4.1,34.09
9626,3.4,4.3,42.09
9627,3.4,2.8,56.34
9628,3.4,2.5,56.34
9629,3.4,3.2,83.68
9630,3.4,3.0,48.17
9631,3.4,3.0,145.93
9632,3.4,3.7,57.42
9633,3.4,3.9,61.67
9634,3.9,4.8,7.0
9635,3.9,2.96,12.0
9636,3.9,3.06,18.0
9637,3.9,3.6,18.0
9638,3.9,3.56,19.0
9639,3.9,2.73,19.0
9640,3.9,2.99,19.0
9641,3.9,3.3,19.0
9642,3.9,3.91,20.0
9643,3.9,3.32,20.0
9644,3.9,4.07,20.0
9645,3.9,3.68,22.0
9646,3.9,2.82,22.0
9647,3.9,3.27,22.0
9648,3.9,3.97,22.0
9649,3.9,3.57,22.0
9650,3.9,3.49,23.0
9651,3.9,3.39,23.0
9652,3.9,3.7,23.0
9653,3.9,3.2,24.0
9654,3.9,3.6,24.0
9655,3.9,3.0,25.0
9656,3.9,3.21,27.0
9657,3.9,2.95,27.0
9658,3.9,3.92,27.0
9659,3.9,3.73,27.0
9660,3.9,5.3,27.0
9661,3.9,2.77,28.0
9662,3.9,3.2,28.0
9663,3.9,2.7,29.0
9664,3.9,2.77,31.0
9665,3.9,4.47,31.0
9666,3.9,2.93,34.0
9667,3.9,4.1,34.0
9668,3.9,4.19,34.0
9669,3.9,4.09,34.0
9670,3.9,2.8,36.0
9671,3.9,3.64,36.0
9672,3.9,3.7,38.0
9673,3.9,3.38,40.0
9674,3.9,3.56,40.0
9675,3.9,3.98,40.0
9676,3.9,3.39,40.0
9677,3.9,3.96,40.0
9678,3.9,3.5,40.0
9679,3.9,2.82,40.0
9680,3.9,4.6,44.0
9681,3.9,2.52,44.0
9682,3.9,2.86,46.0
9683,3.9,3.58,46.0
9684,3.9,4.0,46.0
9685,3.9,3.94,52.0
9686,3.9,2.77,52.0
9687,3.9,3.22,54.0
9688,3.9,3.0,54.0
9689,3.9,3.69,56.0
9690,3.9,3.1,58.0
9691,3.9,4.3,62.0
9692,3.9,4.07,62.0
9693,3.9,3.0,72.0
9694,3.9,2.8,72.0
9695,3.9,2.63,76.0
9696,3.9,2.62,96.0
9697,3.9,3.03,104.0
9698,3.9,3.17,116.0
9699,3.9,3.18,124.0
9700,3.9,2.92,144.0
9701,3.9,3.51,152.0
9702,3.9,4.3,128.0
9703,3.9,2.7,137.0
9704,3.9,4.06,161.0
9705,3.9,4.05,161.0
9706,3.9,2.51,69.0
9707,3.9,3.2,73.0
9708,3.9,3.1,77.0
9709,3.9,3.1,101.0
9710,3.9,3.19,105.0
9711,3.9,3.6,126.0
9712,3.9,3.14,33.0
9713,3.9,3.05,33.0
9714,3.9,3.19,35.0
9715,3.9,2.71,35.0
9716,3.9,3.66,35.0
9717,3.9,2.7,37.0
9718,3.9,2.97,37.0
9719,3.9,3.7,41.0
9720,3.9,2.5,41.0
9721,3.9,3.53,45.0
9722,3.9,3.6,47.0
9723,3.9,3.3,47.0
9724,3.9,4.0,49.0
9725,3.9,2.62,51.0
9726,3.9,3.58,51.0
9727,3.9,3.06,51.0
9728,3.9,5.1,53.0
9729,3.9,4.1,55.0
9730,3.9,3.31,57.0
9731,3.9,3.1,61.0
9732,3.9,3.75,61.0
9733,3.9,2.69,63.0
9734,3.9,4.22,66.0
9735,3.9,2.6,74.0
9736,3.9,2.55,78.0
9737,3.9,3.5,82.0
9738,3.9,3.42,82.0
9739,3.9,2.8,106.0
9740,3.9,3.96,149.0
9741,3.9,3.4,67.0
9742,3.9,3.4,67.0
9743,3.9,2.93,71.0
9744,3.9,2.9,75.0
9745,3.9,3.5,75.0
9746,3.9,6.2,95.0
9747,3.9,2.9,103.0
9748,3.9,3.3,123.0
9749,3.9,3.38,123.0
9750,3.9,3.3,154.0
9751,3.9,4.9,41.69
9752,4.3,3.41,13.0
9753,4.3,2.68,13.0
9754,4.3,3.9,14.0
9755,4.3,3.61,15.0
9756,4.3,3.25,16.0
9757,4.3,2.97,16.0
9758,4.3,2.95,16.0
9759,4.3,3.11,17.0
9760,4.3,2.77,17.0
9761,4.3,3.4,17.0
9762,4.3,3.2,18.0
9763,4.3,3.7,18.0
9764,4.3,3.6,19.0
9765,4.3,3.0,19.0
9766,4.3,3.51,20.0
9767,4.3,3.24,20.0
9768,4.3,4.33,20.0
9769,4.3,3.47,21.0
9770,4.3,2.8,21.0
9771,4.3,2.74,21.0
9772,4.3,3.57,21.0
9773,4.3,3.75,21.0
9774,4.3,3.58,22.0
9775,4.3,3.32,22.0
9776,4.3,2.86,22.0
9777,4.3,3.78,22.0
9778,4.3,2.88,22.0
9779,4.3,3.62,23.0
9780,4.3,2.68,23.0
9781,4.3,2.56,23.0
9782,4.3,4.74,23.0
9783,4.3,3.86,23.0
9784,4.3,3.98,23.0
9785,4.3,4.1,23.0
9786,4.3,3.2,23.0
9787,4.3,3.4,23.0
9788,4.3,4.14,24.0
9789,4.3,2.93,24.0
9790,4.3,2.55,24.0
9791,4.3,2.52,24.0
9792,4.3,4.56,24.0
9793,4.3,2.86,25.0
9794,4.3,2.53,25.0
9795,4.3,3.45,25.0
9796,4.3,3.8,26.0
9797,4.3,3.5,26.0
9798,4.3,2.6,26.0
9799,4.3,3.3,26.0
9800,4.3,3.3,26.0
9801,4.3,3.5,27.0
9802,4.3,3.42,28.0
9803,4.3,3.5,28.0
9804,4.3,3.0,28.0
9805,4.3,3.3,28.0
9806,4.3,3.54,28.0
9807,4.3,3.2,28.0
9808,4.3,2.52,29.0
9809,4.3,2.8,29.0
9810,4.3,3.63,29.0
9811,4.3,3.41,29.0
9812,4.3,5.4,29.0
9813,4.3,3.27,30.0
9814,4.3,3.47,30.0
9815,4.3,2.84,30.0
9816,4.3,3.68,31.0
9817,4.3,5.9,31.0
9818,4.3,3.69,31.0
9819,4.3,3.8,31.0
9820,4.3,2.8,31.0
9821,4.3,2.7,31.0
9822,4.3,3.56,32.0
9823,4.3,2.76,32.0
9824,4.3,2.74,32.0
9825,4.3,2.69,34.0
9826,4.3,3.47,34.0
9827,4.3,3.76,34.0
9828,4.3,2.6,34.0
9829,4.3,5.3,34.0
9830,4.3,2.8,34.0
9831,4.3,3.8,36.0
9832,4.3,3.25,36.0
9833,4.3,3.3,36.0
9834,4.3,3.2,36.0
9835,4.3,2.77,38.0
9836,4.3,2.79,38.0
9837,4.3,3.59,38.0
9838,4.3,3.43,38.0
9839,4.3,3.73,38.0
9840,4.3,2.9,38.0
9841,4.3,2.8,40.0
9842,4.3,4.45,40.0
9843,4.3,4.59,40.0
9844,4.3,3.9,40.0
9845,4.3,2.9,42.0
9846,4.3,2.53,42.0
9847,4.3,2.72,42.0
9848,4.3,2.59,42.0
9849,4.3,5.5,42.0
9850,4.3,3.2,42.0
9851,4.3,3.09,42.0
9852,4.3,3.0,42.0
9853,4.3,3.0,42.0
9854,4.3,3.3,44.0
9855,4.3,3.4,44.0
9856,4.3,2.72,44.0
9857,4.3,3.03,44.0
9858,4.3,3.72,44.0
9859,4.3,3.56,44.0
9860,4.3,3.0,44.0
9861,4.3,3.6,44.0
9862,4.3,3.68,44.0
9863,4.3,2.56,46.0
9864,4.3,2.65,46.0
9865,4.3,3.68,46.0
9866,4.3,3.61,46.0
9867,4.3,2.77,46.0
9868,4.3,4.1,46.0
9869,4.3,3.73,46.0
9870,4.3,4.06,48.0
9871,4.3,3.04,50.0
9872,4.3,3.6,50.0
9873,4.3,3.7,50.0
9874,4.3,3.0,50.0
9875,4.3,2.62,52.0
9876,4.3,2.6,52.0
9877,4.3,3.39,52.0
9878,4.3,2.51,52.0
9879,4.3,3.32,52.0
9880,4.3,2.64,54.0
9881,4.3,3.45,54.0
9882,4.3,3.7,56.0
9883,4.3,3.6,56.0
9884,4.3,2.51,56.0
9885,4.3,2.74,56.0
9886,4.3,3.8,56.0
9887,4.3,2.61,56.0
9888,4.3,2.8,56.0
9889,4.3,4.03,56.0
9890,4.3,5.8,58.0
9891,4.3,3.3,58.0
9892,4.3,4.3,58.0
9893,4.3,3.31,58.0
9894,4.3,3.12,58.0
9895,4.3,4.08,60.0
9896,4.3,3.4,60.0
9897,4.3,2.7,60.0
9898,4.3,3.49,60.0
9899,4.3,3.7,60.0
9900,4.3,2.6,60.0
9901,4.3,2.51,62.0
9902,4.3,2.63,62.0
9903,4.3,2.99,62.0
9904,4.3,3.0,62.0
9905,4.3,3.17,64.0
9906,4.3,3.44,64.0
9907,4.3,3.7,64.0
9908,4.3,3.3,64.0
9909,4.3,3.66,64.0
9910,4.3,3.14,68.0
9911,4.3,5.1,68.0
9912,4.3,4.32,68.0
9913,4.3,2.9,68.0
9914,4.3,3.26,72.0
9915,4.3,3.7,72.0
9916,4.3,3.8,72.0
9917,4.3,2.78,76.0
9918,4.3,3.02,76.0
9919,4.3,3.74,76.0
9920,4.3,3.81,80.0
9921,4.3,2.57,80.0
9922,4.3,2.99,84.0
9923,4.3,4.55,88.0
9924,4.3,3.0,92.0
9925,4.3,3.4,92.0
9926,4.3,2.7,96.0
9927,4.3,2.8,96.0
9928,4.3,4.41,96.0
9929,4.3,3.3,100.0
9930,4.3,3.05,108.0
9931,4.3,2.52,108.0
9932,4.3,3.05,116.0
9933,4.3,2.91,160.0
9934,4.3,2.8,152.0
9935,4.3,3.54,120.0
9936,4.3,3.3,103.0
9937,4.3,3.31,129.0
9938,4.3,4.8,161.0
9939,4.3,3.29,175.0
9940,4.3,3.05,167.0
9941,4.3,3.66,135.0
9942,4.3,3.8,65.0
9943,4.3,2.61,65.0
9944,4.3,2.97,65.0
9945,4.3,5.0,65.0
9946,4.3,3.0,65.0
9947,4.3,2.5,69.0
9948,4.3,2.58,69.0
9949,4.3,3.6,69.0
9950,4.3,3.88,73.0
9951,4.3,3.4,77.0
9952,4.3,3.29,77.0
9953,4.3,2.9,81.0
9954,4.3,2.79,85.0
9955,4.3,4.05,89.0
9956,4.3,2.98,97.0
9957,4.3,3.54,97.0
9958,4.3,3.96,97.0
9959,4.3,2.9,97.0
9960,4.3,3.46,101.0
9961,4.3,2.63,101.0
9962,4.3,4.36,117.0
9963,4.3,4.2,125.0
9964,4.3,3.9,130.0
9965,4.3,3.51,154.0
9966,4.3,4.19,110.0
9967,4.3,3.0,125.0
9968,4.3,3.24,33.0
9969,4.3,2.6,33.0
9970,4.3,3.76,33.0
9971,4.3,2.9,33.0
9972,4.3,3.93,33.0
9973,4.3,3.25,33.0
9974,4.3,2.53,33.0
9975,4.3,3.84,33.0
9976,4.3,2.6,33.0
9977,4.3,3.5,35.0
9978,4.3,3.47,35.0
9979,4.3,3.82,35.0
9980,4.3,3.2,35.0
9981,4.3,2.6,35.0
9982,4.3,4.7,37.0
9983,4.3,3.73,37.0
9984,4.3,4.14,37.0
9985,4.3,3.49,37.0
9986,4.3,3.24,39.0
9987,4.3,3.16,39.0
9988,4.3,2.91,39.0
9989,4.3,2.94,39.0
9990,4.3,2.6,39.0
9991,4.3,2.86,39.0
9992,4.3,2.6,39.0
9993,4.3,2.52,41.0
9994,4.3,4.09,41.0
9995,4.3,3.19,41.0
9996,4.3,3.78,41.0
9997,4.3,5.3,41.0
9998,4.3,2.78,41.0
9999,4.3,3.1,41.0
10000,4.3,4.0,41.0
10001,4.3,3.3,41.0
10002,4.3,3.3,41.0
10003,4.3,4.16,43.0
10004,4.3,3.16,43.0
10005,4.3,3.79,43.0
10006,4.3,3.24,43.0
10007,4.3,3.95,43.0
10008,4.3,3.1,43.0
10009,4.3,2.86,45.0
10010,4.3,4.04,45.0
10011,4.3,5.3,45.0
10012,4.3,2.75,45.0
10013,4.3,2.89,45.0
10014,4.3,3.5,45.0
10015,4.3,3.65,47.0
10016,4.3,3.71,47.0
10017,4.3,3.69,47.0
10018,4.3,2.5,47.0
10019,4.3,2.77,47.0
10020,4.3,2.8,49.0
10021,4.3,2.85,49.0
10022,4.3,2.7,49.0
10023,4.3,2.91,49.0
10024,4.3,2.9,51.0
10025,4.3,2.62,51.0
10026,4.3,3.73,51.0
10027,4.3,3.47,51.0
10028,4.3,2.58,51.0
10029,4.3,3.0,51.0
10030,4.3,3.87,51.0
10031,4.3,2.5,51.0
10032,4.3,3.47,53.0
10033,4.3,2.7,55.0
10034,4.3,3.38,55.0
10035,4.3,2.9,57.0
10036,4.3,3.92,57.0
10037,4.3,3.0,57.0
10038,4.3,2.8,57.0
10039,4.3,2.8,57.0
10040,4.3,3.37,57.0
10041,4.3,3.34,57.0
10042,4.3,4.27,59.0
10043,4.3,3.79,59.0
10044,4.3,3.3,59.0
10045,4.3,3.5,59.0
10046,4.3,3.3,59.0
10047,4.3,2.7,61.0
10048,4.3,4.5,61.0
10049,4.3,3.7,61.0
10050,4.3,3.5,61.0
10051,4.3,2.7,63.0
10052,4.3,2.59,63.0
10053,4.3,2.71,63.0
10054,4.3,2.72,63.0
10055,4.3,2.68,66.0
10056,4.3,3.1,66.0
10057,4.3,3.0,66.0
10058,4.3,2.72,66.0
10059,4.3,2.6,70.0
10060,4.3,3.71,70.0
10061,4.3,3.4,70.0
10062,4.3,3.21,70.0
10063,4.3,3.81,70.0
10064,4.3,5.6,74.0
10065,4.3,2.6,78.0
10066,4.3,3.09,78.0
10067,4.3,2.84,82.0
10068,4.3,4.06,82.0
10069,4.3,3.04,90.0
10070,4.3,3.62,94.0
10071,4.3,2.6,98.0
10072,4.3,2.57,102.0
10073,4.3,2.74,102.0
10074,4.3,3.9,110.0
10075,4.3,3.8,114.0
10076,4.3,2.88,122.0
10077,4.3,4.16,140.0
10078,4.3,2.5,140.0
10079,4.3,2.73,180.0
10080,4.3,4.35,172.0
10081,4.3,2.85,140.0
10082,4.3,3.5,141.0
10083,4.3,3.4,141.0
10084,4.3,3.69,123.0
10085,4.3,4.48,107.0
10086,4.3,3.5,67.0
10087,4.3,3.81,71.0
10088,4.3,2.93,71.0
10089,4.3,4.6,71.0
10090,4.3,4.06,71.0
10091,4.3,2.82,71.0
10092,4.3,2.56,75.0
10093,4.3,2.65,75.0
10094,4.3,3.0,75.0
10095,4.3,2.51,75.0
10096,4.3,2.5,87.0
10097,4.3,3.03,87.0
10098,4.3,3.1,95.0
10099,4.3,2.57,95.0
10100,4.3,2.7,95.0
10101,4.3,3.28,95.0
10102,4.3,2.72,99.0
10103,4.3,3.7,99.0
10104,4.3,3.4,103.0
10105,4.3,2.6,107.0
10106,4.3,2.9,115.0
10107,4.3,3.03,119.0
10108,4.3,3.0,123.0
10109,4.3,2.6,142.0
10110,4.3,2.75,150.0
10111,4.3,3.61,150.0
10112,4.3,2.51999998,146.0
10113,4.3,4.36,130.0
10114,4.3,3.53,175.0
10115,4.3,4.7,169.0
10116,4.3,3.67,145.0
10117,4.3,3.7,48.15
10118,4.3,2.8,47.39
10119,4.3,4.2,47.89
10120,4.3,3.8,48.05
10121,4.3,4.7,33.3
10122,4.3,2.8,45.38
10123,4.3,2.6,114.47999999999999
10124,4.3,4.1,84.4
10125,4.3,5.3,38.45
10126,4.3,4.9,43.01
10127,4.3,4.3,27.42
10128,4.8,3.57,15.0
10129,4.8,4.14,16.0
10130,4.8,4.54,16.0
10131,4.8,3.61,16.0
10132,4.8,4.38,16.0
10133,4.8,3.13,18.0
10134,4.8,3.57,20.0
10135,4.8,4.89,20.0
10136,4.8,3.54,21.0
10137,4.8,3.9,21.0
10138,4.8,3.96,21.0
10139,4.8,3.86,22.0
10140,4.8,2.78,23.0
10141,4.8,4.87,23.0
10142,4.8,2.81,23.0
10143,4.8,3.39,24.0
10144,4.8,3.12,25.0
10145,4.8,4.11,25.0
10146,4.8,3.3,25.0
10147,4.8,2.7,26.0
10148,4.8,3.27,26.0
10149,4.8,5.3,27.0
10150,4.8,3.7,28.0
10151,4.8,3.4,28.0
10152,4.8,3.56,29.0
10153,4.8,3.22,29.0
10154,4.8,3.81,30.0
10155,4.8,3.36,30.0
10156,4.8,5.3,30.0
10157,4.8,3.0,30.0
10158,4.8,2.76,31.0
10159,4.8,3.8,32.0
10160,4.8,2.7,36.0
10161,4.8,4.1,40.0
